ID,ITEM,RESTAURANT,CATEGORY,DINING PLAN,LOCATION,DISNEY PARK,DESCRIPTION,PRICE,IS_DDP_SNACK
13678,Backscratcher,Kona Cafe - Dinner,Specialty Cocktails,,Polynesian,Disney Resorts,"Bacardi Superior Rum, Plantation Original Dark Rum, and Guava-Passion Fruit Juice topped with Jack Daniel’s Tennessee Whiskey and a Bamboo Backscratcher",$15.00,false
13679,Polynesian Mai Tai,Kona Cafe - Dinner,Specialty Cocktails,,Polynesian,Disney Resorts,"Plantation Original Dark Rum, Bacardi Superior Rum, Bols Orange Curaçao, Lime Juice, Orgeat (Almond), and Pure Cane Sugar",$16.00,false
13680,Ultimate Long Island Iced Tea,Kona Cafe - Dinner,Specialty Cocktails,,Polynesian,Disney Resorts,"Bacardi Superior Rum, Tito’s Handmade Vodka, Hendrick’s Gin, Corazón Blanco Tequila, Cointreau, and Sweet-and-Sour with a splash of Coca-Cola",$16.00,false
13681,Puka Punch,Kona Cafe - Dinner,Specialty Cocktails,,Polynesian,Disney Resorts,"The Real McCoy 5 yr Rum, Bacardi Superior Rum, John D. Taylor’s Velvet Falernum, Tropical Juices, Passion Fruit, and Angostura Bitters",$15.00,false
13682,Dragon Iced Tea,Kona Cafe - Dinner,Specialty Cocktails,,Polynesian,Disney Resorts,"Hendrick’s Gin, Lemon and Ginger Herbal Tea, Tropical Juices, and Blood Orange",$15.00,false
13683,Watermelon Margarita,Kona Cafe - Dinner,Specialty Cocktails,,Polynesian,Disney Resorts,"Patrón Silver Tequila, Watermelon, and Lime Juice *Spicy version also available with Ancho Reyes Verde Liqueur",$15.00,false
13684,Rum Swizzle,Kona Cafe - Dinner,Specialty Cocktails,,Polynesian,Disney Resorts,Mount Gay Eclipse Rum with Tropical Juices and flavors of Guava and Mango,$15.00,false
13685,Raspberry Mojito,Kona Cafe - Dinner,Specialty Cocktails,,Polynesian,Disney Resorts,"Bacardi Raspberry Rum, Mount Gay Eclipse Rum, Lime Juice, Mint, and Raspberry Purée topped with Soda Water *Also available without alcohol",$15.00,false
13686,Bahama Mama,Kona Cafe - Dinner,Specialty Cocktails,,Polynesian,Disney Resorts,"Parrot Bay Coconut Rum, Plantation Original Dark Rum, Bols Crème de Banana, and Tropical Juices",$15.00,false
13687,Piña CoLAVA,Kona Cafe - Dinner,Specialty Cocktails,,Polynesian,Disney Resorts,"Bacardi Raspberry Rum blended with flavors of Coconut, Pineapple, and Raspberry Purée",$16.00,false
13688,Hawaiian Mule,Kona Cafe - Dinner,Specialty Cocktails,,Polynesian,Disney Resorts,"Pau Maui Handmade Vodka, Lychee-Citrus Reduction, and Fever Tree Ginger Beer",$15,false
13689,"Sunset Margarita,",Kona Cafe - Dinner,Specialty Cocktails,,Polynesian,Disney Resorts,"Teremana Blano Tequila, Grand Marnier Liqueur, Smoked Chili Bitters, Lime, and Agave",$18.50,false
13690,Piña Colada,Kona Cafe - Dinner,Specialty Cocktails,,Polynesian,Disney Resorts,"SelvaRey Coconut Rum, Pineapple, Agave, Orange Bitters served over ice",$16.50,false
13691,Indigo Hibiscus,Kona Cafe - Dinner,Specialty Cocktails,,Polynesian,Disney Resorts,"Empress 1908 Gin, Bols Blue Curaçao Liqueur, Minute Maid® Premium Lemonade, Orgeat (Almond), Lemon, and Hibiscus Grenadine",$16.50,false
13692,Kona Longboard Island Lager,Kona Cafe - Dinner,Beer,,Polynesian,Disney Resorts,draft,$9.25,false
13693,Kona Beer Flight,Kona Cafe - Dinner,Beer,,Polynesian,Disney Resorts,"Three Samplings, 5-oz each of three Kona beers",$9.00,false
13694,Kona Hanalei Island IPA,Kona Cafe - Dinner,Beer,,Polynesian,Disney Resorts,draft,$9.25,false
13695,Kirin Ichiban,Kona Cafe - Dinner,Beer,,Polynesian,Disney Resorts,bottled,$8.00,false
13696,Asahi,Kona Cafe - Dinner,Beer,,Polynesian,Disney Resorts,bottled,$8.00,false
13697,Kona Big Wave Golden Ale,Kona Cafe - Dinner,Beer,,Polynesian,Disney Resorts,draft,$9.25,false
13698,Kona Big Wave Golden Ale,Kona Cafe - Dinner,Beer,,Polynesian,Disney Resorts,bottle,$9.00,false
13699,Takatenjin Sword of the Sun Tokubetsu Honjozo Sake,Kona Cafe - Dinner,Wine,,Polynesian,Disney Resorts,by the bottle $59; by the glass,$14,false
13700,Tozai Blossom of Peach Plum Sake,Kona Cafe - Dinner,Wine,,Polynesian,Disney Resorts,by the bottle $49; by the glass,$11,false
13701,Wine,Kona Cafe - Dinner,Wine,,Polynesian,Disney Resorts,assorted variety; by the bottle $39-$57; by the glass,$9-$15,false
13702,Opici Family Sangria,Kona Cafe - Dinner,Wine,,Polynesian,Disney Resorts,white or red,$13.00,false
13703,Tuna Poke,Kona Cafe - Lunch,Poke Bowls,,Polynesian,Disney Resorts,"Passion Fruit Boba, Lotus Root, Yuzu Mayonnaise",$22,false
13704,Rainbow Poke,Kona Cafe - Lunch,Poke Bowls,,Polynesian,Disney Resorts,"Tuna, Salmon, Shrimp, Hamachi, Fresno Chili Peppers, Lotus Root, Spicy Ponzu",$25,false
13705,Turkey Banh Mi,Kona Cafe - Lunch,Burgers & Sandwiches,,Polynesian,Disney Resorts,"Marinated Turkey Breast, Black Pepper Bacon, Pork Pâte, Cilantro, Jalapeño, Onions, Grilled Jalapeño Mayonnaise served with French Fries",$19,false
13706,Big Kahuna Burger,Kona Cafe - Lunch,Burgers & Sandwiches,,Polynesian,Disney Resorts,"Sautéed Pastrami, Corned Beef, Pepper Jack, Mustard Aïoli, Tangy Cucumber, Brioche served with French Fries",$26,false
13707,Key Lime Dessert Glass,Kona Cafe - Lunch,Dessert,,Polynesian,Disney Resorts,"Key Lime Curd, Passionfruit Curd, and Blood Orange-Mango Jam with Graham Cracker Crumbs, Meringue, and Popping Boba",$5.50,false
13708,S'more Dessert Glass,Kona Cafe - Lunch,Dessert,,Polynesian,Disney Resorts,"Milk Chocolate Pot de Crème, Marshmallow Crème, Graham Cracker Crumbs, and Toasted Marshmallows",$5.50,false
13709,Tiramisu Dessert Glass,Kona Cafe - Lunch,Dessert,,Polynesian,Disney Resorts,"Milk Chocolate Pot de Crème, Marshmallow Crème, Graham Cracker Crumbs, and Toasted Marshmallows",$5.50,false
13710,Coconut Tapioca Dessert Glass,Kona Cafe - Lunch,Dessert,,Polynesian,Disney Resorts,with a Pineapple-Coconut Jam base topped with Fresh Fruit and Assorted Boba,$5.5,false
13711,No Sugar Added Mango Cheesecake,Kona Cafe - Lunch,Dessert,,Polynesian,Disney Resorts,Topped with No Sugar Added Mango Sauce and Fresh Fruit,$5.00,false
13712,Pineapple-Coconut Bread Pudding,Kona Cafe - Lunch,Dessert,,Polynesian,Disney Resorts,Warm Bread Pudding topped with Vanilla Ice Cream and Homemade Caramel Sauce,$13,false
13713,"Crispy Pork Vegetable Pot Stickers,",Kona Cafe - Lunch,Appetizers/Starters,,Polynesian,Disney Resorts,Soy Velouté,$13,false
13714,Glazed Chicken Wings,Kona Cafe - Lunch,Appetizers/Starters,,Polynesian,Disney Resorts,sticky wing sauce,$15,false
13715,Bao Buns,Kona Cafe - Lunch,Appetizers/Starters,,Polynesian,Disney Resorts,"Pulled Pork, Pickled Vegetables, Sriracha Aïoli",$12.00,false
13716,Seasonal Soup,Kona Cafe - Lunch,Soup/Salad,,Polynesian,Disney Resorts,,$9.00,false
13717,California Roll,Kona Cafe - Lunch,Sushi,,Polynesian,Disney Resorts,"Crab, Yuzu Mayonnaise, Cucumber, Avocado",$18,false
13718,Spicy Tuna Roll,Kona Cafe - Lunch,Sushi,,Polynesian,Disney Resorts,"Tuna, Spicy Mayonnaise, Cucumber",$19,false
13719,Rainbow Roll,Kona Cafe - Lunch,Sushi,,Polynesian,Disney Resorts,"Tuna, Salmon, Shrimp, Hamachi, Crab, Cucumber, Avocado",$25,false
13720,Hamachi Tuna Roll,Kona Cafe - Lunch,Sushi,,Polynesian,Disney Resorts,"Hamachi, Tuna, Avocado, Jalapeño, Cilantro, Ponzu",$21,false
13721,Shrimp Tempura,Kona Cafe - Lunch,Sushi,,Polynesian,Disney Resorts,"Shrimp Tempura, Avocado",$19,false
13722,Shrimp Fire Cracker Roll,Kona Cafe - Lunch,Sushi,,Polynesian,Disney Resorts,"Tempura Shrimp, Crab, Tuna, Avocado, Cucumber, Chili Sauce",$28,false
13723,Vegetable Nigiri,Kona Cafe - Lunch,Sushi,,Polynesian,Disney Resorts,Chef's choice of Five (5) pieces of Nigiri,$16,false
13724,"Pork Belly Noodle Bowl,",Kona Cafe - Lunch,Entrees,,Polynesian,Disney Resorts,"Bone Broth, Rice Noodles, Soy Egg, Mushrooms, Bok Choy, Hot Sesame Oil",$25,false
13725,Vegetable Bowl,Kona Cafe - Lunch,Entrees,,Polynesian,Disney Resorts,"Jasmine Broth, Rice Noodles, Pineapple Tofu, Peanuts, Mushrooms, Umami Tomato (Plant-based)",$22,false
13726,Kona Stir-fry with Chicken,Kona Cafe - Lunch,Entrees,,Polynesian,Disney Resorts,"Chicken, Yakisoba Noodles, Napa Cabbage, Carrots, Mushrooms, Teriyaki Sauce",$28.00,false
13727,Kona Stir-fry with Shrimp,Kona Cafe - Lunch,Entrees,,Polynesian,Disney Resorts,"Shrimp, Yakisoba Noodles, Napa Cabbage, Carrots, Mushrooms, Teriyaki Sauce",$31.00,false
13728,Kona Stir-fry with Tofu,Kona Cafe - Lunch,Entrees,,Polynesian,Disney Resorts,"Tofu, Yakisoba Noodles, Napa Cabbage, Carrots, Mushrooms, Teriyaki Sauce",$28.00,false
13729,Teriyaki Steak Salad,Kona Cafe - Lunch,Entrees,,Polynesian,Disney Resorts,"Kale and Arugula Blend, Sunny-side Up Egg, Sweet Bell Peppers, Kona House Vinaigrette",$25,false
13730,Hawaiian Reuben,Kona Cafe - Lunch,Entrees,,Polynesian,Disney Resorts,"Corned Beef, Pulled Pork, Kimchi, Swiss Cheese, Marble Rye, Spicy Mayonnaise",$20.00,false
13731,Verlasso Salmon,Kona Cafe - Lunch,Entrees,,Polynesian,Disney Resorts,"Bamboo Rice, Edamame Succotash, Fresno Chimichurri",$29.00,false
13732,Freshly Brewed Joffrey's Coffee™ Hawaiian Kona Maragogype Press Pot,Kona Cafe - Lunch,Beverages,,Polynesian,Disney Resorts,(Serves Two),$9.75,false
13733,Soft Drinks,Kona Cafe - Lunch,Beverages,,Polynesian,Disney Resorts,"Coke, diet Coke, Coke Zero Sugar, Sprite, Root Beer, Light Pomegranate Lemonade",,false
13734,Freshly Brewed Joffrey's Coffee™,Kona Cafe - Lunch,Beverages,,Polynesian,Disney Resorts,Hawaiian Kona Blend,$3.29,false
13735,Espresso,Kona Cafe - Lunch,Beverages,,Polynesian,Disney Resorts,,,false
13736,Cappuccino,Kona Cafe - Lunch,Beverages,,Polynesian,Disney Resorts,,,false
13737,Caffe Latte,Kona Cafe - Lunch,Beverages,,Polynesian,Disney Resorts,,,false
13738,Cafe Mocha,Kona Cafe - Lunch,Beverages,,Polynesian,Disney Resorts,,,false
13739,Apple Juice,Kona Cafe - Lunch,Beverages,,Polynesian,Disney Resorts,,$4.29,false
13740,Chocolate Milk,Kona Cafe - Lunch,Beverages,,Polynesian,Disney Resorts,,$4.29,false
13741,"Specialty Character Drink ,",Kona Cafe - Lunch,Specialty Beverages (non-alcoholic),,Polynesian,Disney Resorts,Zero Sugar Lemonade with flavors of Cotton Candy served in a souvenir Character Cup,$7.00,false
13742,Pomegranate Lemonade,Kona Cafe - Lunch,Specialty Beverages (non-alcoholic),,Polynesian,Disney Resorts,Odwalla® Lemonade with Pomegranate and Lime Juices,$5.99,false
13743,Watermelon Lemonade,Kona Cafe - Lunch,Specialty Beverages (non-alcoholic),,Polynesian,Disney Resorts,Odwalla® Lemonade and Watermelon,$5.99,false
13744,Agave Garden,Kona Cafe - Lunch,Specialty Beverages (non-alcoholic),,Polynesian,Disney Resorts,"Lyre's Agave Reserva Spirit, Cold-pressed Lime Juice, Passionfruit-Papaya-Green Tea, and Cucumber",$12.50,false
13745,Keiki Lemonade,Kona Cafe - Lunch,Specialty Beverages (non-alcoholic),,Polynesian,Disney Resorts,"Odwalla® Lemonade, Pineapple, Passion Fruit, and Citrus",$5.99,false
13746,"Lapu Lapu,",Kona Cafe - Lunch,Specialty Cocktails,,Polynesian,Disney Resorts,"Plantation Original Dark Rum, Orgeat (Almond), and Tropical Fruit Juices served in a Fresh Pineapple topped with Gosling's 151 Rum",$20,false
13747,Backscratcher,Kona Cafe - Lunch,Specialty Cocktails,,Polynesian,Disney Resorts,"Bacardi Superior Rum, Plantation Original Dark Rum, and Guava-Passion Fruit Juice topped with Jack Daniel’s Tennessee Whiskey and a Bamboo Backscratcher",$15,false
13748,"Polynesian Mai Tai,",Kona Cafe - Lunch,Specialty Cocktails,,Polynesian,Disney Resorts,"Plantation Original Dark Rum, Bacardi Superior Rum, Bols Orange Curaçao, Lime Juice, Orgeat (Almond), and Pure Cane Sugar",$16,false
13749,Ultimate Long Island Iced Tea,Kona Cafe - Lunch,Specialty Cocktails,,Polynesian,Disney Resorts,"Bacardi Superior Rum, Tito’s Handmade Vodka, Hendrick’s Gin, Corazón Blanco Tequila, Cointreau, and Sweet-and-Sour with a splash of Coca-Cola",$16.50,false
13750,Hawaiian Mule,Kona Cafe - Lunch,Specialty Cocktails,,Polynesian,Disney Resorts,"Pau Maui Handmade Vodka, Lychee-Citrus Reduction, and Fever Tree Ginger Beer",$15,false
13751,Rum Swizzle,Kona Cafe - Lunch,Specialty Cocktails,,Polynesian,Disney Resorts,Mount Gay Eclipse Rum with Tropical Juices and flavors of Guava and Mango,$15,false
13752,Raspberry Mojito,Kona Cafe - Lunch,Specialty Cocktails,,Polynesian,Disney Resorts,"Bacardi Raspberry Rum, Mount Gay Eclipse Rum, Lime Juice, Mint, and Raspberry Purée topped with Soda Water *Also available without alcohol",$15,false
13753,Bahama Mama,Kona Cafe - Lunch,Specialty Cocktails,,Polynesian,Disney Resorts,"Parrot Bay Coconut Rum, Myers's Original Dark Rum, Bols Crème de Banana Liqueur, and Tropical Juices",$15,false
13754,Piña CoLAVA,Kona Cafe - Lunch,Specialty Cocktails,,Polynesian,Disney Resorts,"Bacardi Raspberry Rum blended with flavors of Coconut, Pineapple, and Raspberry Purée",$16,false
13755,Magical Beacon Cocktail,Kona Cafe - Lunch,Specialty Cocktails,,Polynesian,Disney Resorts,"a special offering to celebrate the 50th Anniversary Celebration featuring Empress 1908 Gin, Bols Blue Curaçao, Minute Maid Premium Lemonade, almond orgeat, lemon, hibiscus grenadine, and souvenir glow cube",$17.50,false
13756,"Sunset Margarita,",Kona Cafe - Lunch,Specialty Cocktails,,Polynesian,Disney Resorts,"Teremana Blano Tequila, Grand Marnier Liqueur, Smoked Chili Bitters, Lime, and Agave",$18.50,false
13757,Piña Colada,Kona Cafe - Lunch,Specialty Cocktails,,Polynesian,Disney Resorts,"SelvaRey Coconut Rum, Pineapple, Agave, Orange Bitters served over ice",$16.50,false
13758,Indigo Hibiscus,Kona Cafe - Lunch,Specialty Cocktails,,Polynesian,Disney Resorts,"Empress 1908 Gin, Bols Blue Curaçao Liqueur, Minute Maid® Premium Lemonade, Orgeat (Almond), Lemon, and Hibiscus Grenadine",$16.50,false
13759,Kona Longboard Island Lager,Kona Cafe - Lunch,Beer,,Polynesian,Disney Resorts,draft,,false
13760,Kona Big Wave Golden Ale,Kona Cafe - Lunch,Beer,,Polynesian,Disney Resorts,draft,,false
13761,Kona Hanalei Island IPA,Kona Cafe - Lunch,Beer,,Polynesian,Disney Resorts,draft,,false
13762,Kona Beer Flight,Kona Cafe - Lunch,Beer,,Polynesian,Disney Resorts,"Three Samplings, 5-oz each of three Kona beers",,false
13763,Kona Big Wave Golden Ale,Kona Cafe - Lunch,Beer,,Polynesian,Disney Resorts,bottle,$8,false
13764,Kirin Ichiban,Kona Cafe - Lunch,Beer,,Polynesian,Disney Resorts,bottle,$8,false
13765,Asahi,Kona Cafe - Lunch,Beer,,Polynesian,Disney Resorts,bottle,$8,false
13766,Beer,Kona Cafe - Lunch,Beer,,Polynesian,Disney Resorts,"domestic- canned, draft, bottled",$8.50-$12.75,false
13767,Truly Wild Berry Hard Seltzer,Kona Cafe - Lunch,Beer,,Polynesian,Disney Resorts,"Boston, MA",,false
13768,Terrapin Luau Krunkles,Kona Cafe - Lunch,Beer,,Polynesian,Disney Resorts,"Passionfruit-Orange-Guava IPA, Athens, GA",,false
13769,Coconut Hiwa Porter,Kona Cafe - Lunch,Beer,,Polynesian,Disney Resorts,"Maui Brewing Co., Kihei, HI",,false
13770,Pineapple Mana Wheat,Kona Cafe - Lunch,Beer,,Polynesian,Disney Resorts,"Maui Brewing Co. Kihei, HI",,false
13771,Wine,Kona Cafe - Lunch,Wine,,Polynesian,Disney Resorts,assorted variety; by the bottle $39-$57; by the glass,$9-$15,false
13772,Takatenjin Sword of the Sun Tokubetsu Honjozo Sake,Kona Cafe - Lunch,Wine,,Polynesian,Disney Resorts,by the bottle $59; by the glass,$14,false
13773,Tozai Blossom of Peach Plum Sake,Kona Cafe - Lunch,Wine,,Polynesian,Disney Resorts,by the bottle $49; by the glass,$11,false
13774,Red Sangria,Kona Cafe - Lunch,Wine,,Polynesian,Disney Resorts,"Opici Family Red Sangria is made in La Mancha, Spain from Tempranillo grapes and has flavors of raspberry, apple, and blackberry with succulent aromas of natural Valencia oranges and cinnamon",$13,false
13775,White Sangria,Kona Cafe - Lunch,Wine,,Polynesian,Disney Resorts,"Opici Family Red Sangria is made in La Mancha, Spain from Tempranillo grapes and has flavors of raspberry, apple, and blackberry with succulent aromas of natural Valencia oranges and cinnamon",$13,false
13776,ACE Pineapple Hard Cider,Kona Cafe - Lunch,Cider,,Polynesian,Disney Resorts,"Sebastopol, CA",,false
13777,Croissant Sandwich,Kona Island - Breakfast,Entrees,,Polynesian,Disney Resorts,"bacon, cheddar and egg",$6.99,false
13778,Cinnamon Roll,Kona Island - Breakfast,Bakery,,Polynesian,Disney Resorts,,$4.79,false
13779,Muffin,Kona Island - Breakfast,Bakery,,Polynesian,Disney Resorts,"mocha Kona, blueberry, bran, banana nut",$4.29,false
13780,Danish,Kona Island - Breakfast,Bakery,,Polynesian,Disney Resorts,seasonal fruit,$4.49,false
13781,Croissant,Kona Island - Breakfast,Bakery,,Polynesian,Disney Resorts,chocolate-hazelnut,$4.49,false
13782,Cinnamon Sugar Doughnut,Kona Island - Breakfast,Bakery,,Polynesian,Disney Resorts,gluten-friendly,$4.00,false
13783,Cranberry Scone,Kona Island - Breakfast,Bakery,,Polynesian,Disney Resorts,,$3.79,false
13784,Hot Tea,Kona Island - Breakfast,Beverages,,Polynesian,Disney Resorts,"English Breakfast, Earl Grey, Chamomile, Pure Peppermint, Jasmine Green, Chai",$3.99,false
13785,Juice Boxes,Kona Island - Breakfast,Beverages,,Polynesian,Disney Resorts,assorted,$2.69,false
13786,Orange Juice,Kona Island - Breakfast,Beverages,,Polynesian,Disney Resorts,,$5.29,false
13787,Milk,Kona Island - Breakfast,Beverages,,Polynesian,Disney Resorts,"2%, Skim, or chocolate",$3.69,false
13788,Hot Chocolate,Kona Island - Breakfast,Beverages,,Polynesian,Disney Resorts,small $3.19; large,$3.50,false
13789,Bottled Water,Kona Island - Breakfast,Beverages,,Polynesian,Disney Resorts,,$3.75,false
13790,Fountain Beverages,Kona Island - Breakfast,Beverages,,Polynesian,Disney Resorts,,$4.29,false
13791,Apple Juice,Kona Island - Breakfast,Beverages,,Polynesian,Disney Resorts,,$2.99,false
13792,Cappuccino,Kona Island - Breakfast,Coffees,,Polynesian,Disney Resorts,,$4.49/$5.29,false
13793,Cafe Latte,Kona Island - Breakfast,Coffees,,Polynesian,Disney Resorts,small 12 oz $4.79; large 16 oz,$5.49,false
13794,Cafe Mocha,Kona Island - Breakfast,Coffees,,Polynesian,Disney Resorts,small $4.49; large,$5.29,false
13795,Kona Blend Coffee,Kona Island - Breakfast,Coffees,,Polynesian,Disney Resorts,regular or decaf,$3.99,false
13796,Espresso,Kona Island - Breakfast,Coffees,,Polynesian,Disney Resorts,single $4.29; double,$5.29,false
13797,Cafe Americano,Kona Island - Breakfast,Coffees,,Polynesian,Disney Resorts,small 12 oz $3.69; large 16 oz,$3.99,false
13798,Caramel Macchiato,Kona Island - Breakfast,Coffees,,Polynesian,Disney Resorts,,$4.99,false
13799,Iced Caramel Macchiato,Kona Island - Breakfast,Coffees,,Polynesian,Disney Resorts,,$5.79,false
13800,Skinny Latte,Kona Island - Breakfast,Coffees,,Polynesian,Disney Resorts,,$4.49,false
13801,Cafe Mocha Iced,Kona Island - Breakfast,Coffees,,Polynesian,Disney Resorts,,$5.29,false
13802,Kona Blend Press Pot,Kona Island - Breakfast,Coffees,,Polynesian,Disney Resorts,for two,$9.75,false
13803,Skinny Latte Iced,Kona Island - Breakfast,Coffees,,Polynesian,Disney Resorts,,$5.29,false
13804,Cafe Latte Iced,Kona Island - Breakfast,Coffees,,Polynesian,Disney Resorts,,$4.49/$5.29,false
13805,Caffe Americano Iced,Kona Island - Breakfast,Coffees,,Polynesian,Disney Resorts,,$3.99/$4.29,false
13806,"Key Lime,",Kona Island - Lunch/Dinner,Dessert,,Polynesian,Disney Resorts,"Graham Cracker, Key Lime Curd, Passion Fruit Curd, Orange Marmalade, Passion Fruit Bulba, Chocolate Swirl",$5.49,false
13807,Tiramisu,Kona Island - Lunch/Dinner,Dessert,,Polynesian,Disney Resorts,,$5.49,false
13808,S'more,Kona Island - Lunch/Dinner,Dessert,,Polynesian,Disney Resorts,"Graham Cracker, Chocolate Pot de Crème, Marshmallow Fluff, Marshmallow",$5.49,false
13809,"Seasonally Themed Cupcake,",Kona Island - Lunch/Dinner,Dessert,,Polynesian,Disney Resorts,,$6.29,false
13810,Coconut Tapioca,Kona Island - Lunch/Dinner,Dessert,,Polynesian,Disney Resorts,"Tapioca, Pineapple Compote, Fresh Fruit",$5.50,false
13811,"Mickey Cupcake,",Kona Island - Lunch/Dinner,Dessert,,Polynesian,Disney Resorts,,,false
13812,"Aloha Cupcake,",Kona Island - Lunch/Dinner,Dessert,,Polynesian,Disney Resorts,,,false
13813,"Bacon Covered Strawberries,",Kona Island - Lunch/Dinner,Dessert,,Polynesian,Disney Resorts,,$4.25,false
